sentence,label
â¢     Developed backup and recovery strategies for production environment,project
â¢     Ensuring data consistency in the database through DBCC and DMV commands,other
â¢     Experience in query tuning and stored procedures and troubleshooting performance issues,experience
â¢     Having hands on experience in DR process including log shipping and database mirroring,experience
â¢     Experience in scheduling   monitoring of Jobs,experience
â¢     Experience in configure and troubleshooting in Always ON,experience
â¢     Creating and Maintaining of Maintenance Plan,other
â¢     Expertise in planning and implementing MS SQL Server Security and Database permissions,skills
"â¢     Clear understanding of Implementation of Log Shipping, Replication and mirroring of databases between the servers",other
"â¢     Performance Tuning (Performance Monitor, SQL Profiler Query Analyzer) â¢     Security for server & Databases Implementing security by creating roles/users,",skills
"Added users in roles, assigning rights to roles",other
â¢     Create and maintaining the linked servers between sql Instances,skills
â¢     Create and maintaining and Database mail,other
â¢     Monitor and troubleshoot database issues,other
â¢     Creating DTS packages for executing the required tasks,other
"â¢     Experts in create indexes, Maintaining indexes and rebuilds and reorganizes",other
â¢     Daily Maintenance of SQL Servers included reviewing,skills
"SQL error logs, Event Viewer",skills
"Areas of Expertise â¢ Oracle Databases 12c, 11g, 10g â¢ Weblogic 12c, 11g â¢ Grid Infrastructure â¢ RMAN â¢ ASM â¢ Middleware: OIM, OAM, SOA â¢ Shell Scripts â¢ DataGuard â¢ Web servers - OHS, Apache â¢ Architecture Designs â¢ Proof of Concepts â¢ DevOpsEducation Details",other
"January 2007 Bachelor of Engineering Information Technology Sangli, Maharashtra Walchand College",education
"January 2004 Diploma Computer Engineering Jalgaon, Maharashtra Govt",experience
Polytechnic,other
Lead Database Administrator,other
Lead Database Administrator - Tieto Software,other
Skill Details,other
DATABASES- Exprience - 108 months,other
MIDDLEWARE- Exprience - 96 months,other
RMAN- Exprience - 84 months,other
SHELL SCRIPTS- Exprience - 48 monthsCompany Details,experience
company - Tieto Software,experience
"description - As a part of AO (Application Operations) team, scope in project is quite wide than typical database administration",project
Range of accomplishments are extended right from Data Tier to Middle Tier & Application Tier:,other
- Maximized availability of applications from 99,other
3% to 99,other
8%,other
- Raised business by presenting Proof of Concepts for 10+ cases,other
- Delivered upgrades of various applications time to time to keep it on supported platform,other
"- Saved SLAs as per contract by means of handling P1, P2 issues effectively",other
"- Produced Capacity reports comprising all layers (Data, Middleware, Web) of various applications",other
- Generated Work Orders as per customer need,other
company - Tieto Software,experience
description - - Designed databases of various applications,other
"- Planned RMAN backup and recovery, BCP strategies",other
- Executed Business Continuity Testing for various applications,other
- Introduced Zero Cost high availability solutions - Active-Passive Failover,other
- Optimized performance by means of scripting automation,other
- Established cloning procedures for all layers of various applications,other
"- Delivered Infrastructure changes, like FW Openings & LoadBalancer configuration for new applications",other
"- Eliminated downtime by troubleshoot issues for Middleware products - OIM, OAM, SOA",other
"- Contributed to build & maintain Integration Layer- SMTP, ftp, Reverse Proxy, OCM",other
company - Tieto Software,experience
"description - - Provided database support to environments - PROD, UAT, TEST, DEV",other
- Performed Database Refresh/Cloning from production to development and support databases,other
- Reduced risk level by means of upgrading & patching databases time to time,other
- Protected databases by assigning appropriate roles and privileges as per SOD,other
- Generated & maintained Middleware schemas using RCU,other
"- Exceeded scope of work by supporting & maintaining WebLogic platform - installation, patching, troubleshooting issues",other
"- Expanded duty scope to web servers: Install & maintain- OHS, apache, tomcat",other
company - HSBC Software,experience
"description - Being part of project supporting HSBC Bank France, I achieved:",project
- Handled incidents & service requests as Day to day database administration tasks,other
"- Delivered basic implementation services - Database installation, patching, upgrades",other
"- Performed capacity planning - managing tablespaces, compressions",other
"- Contributed in maintaining quality of databases - managing instances, indexes, re-organization, performance monitoring & tuning using AWR, ADDM reports",other
"- Maintained backups & recovery of database - logical backups (exp/imp), datapump (expdp/impdp), cold backups, hot backups, RMAN backup/restore, RMAN Duplication",other
"- Reduced efforts by automation - Value add initiatives which includes writing shell scripts for automated housekeeping operations, scheduling backups, use crontab/at to schedule tasks",other
- Implemented high availability solutions - Dataguard,project
Education Details,other
"May 2011 to May 2014 Bachelor of science Information technology Mumbai, Maharashtra Mumbai university",education
Oracle DBA,other
Oracle database administrator,other
Skill Details,other
Installation of Oracle on RH Linux & Windows,other
Creating/Managing user profiles and analyzing their privileges and tablespace quotas Backup of database Logical and Physical procedures,other
"Recovery of database in case of database crash, disk/media failure, etc",other
"Standard DBA functions like space management, Rollback segments, Extents",other
Database Management and Monitoring the database,other
Willing to learn new things,other
"Being a constructive team member, contributing practically to the success of the team",other
- Exprience - 48 monthsCompany Details,experience
company - Accelya kale solutions ltd,experience
description - Database Administrator working in 24,other
"7 support environment maintaining Databases running on Oracle 11g, 12c",other
Database Up-gradation from Oracle 11g to Oracle 12c,other
Installation of Database critical patches,other
Taking cold and hot backups on scheduled times and monitoring backups,other
Importing the export dump to another database as per demands,other
"Automating most of the daily activities through cronjobs, shell scripts or schedulers",other
Making Plan of Actions for Various Activities,other
Raising SR with Oracle Support for different severity issues,other
Handling the Userâs request and proper client interaction,other
"Monitoring & managing database growth, tablespaces, adding ,resizing and renaming the datafiles",other
Restoration of database using RMAN backups for backup consistency checks,other
Migration of Database using export / import and RMAN backups,other
Configuring & managing Physical Standby database,other
"Creating database links, Tablespaces, database directories",other
Managing network settings through listener,other
ora and tnsnames,other
ora files,other
Restoration of data using old logical backup as per client request,other
